"Additional remarks (names LTT LFT wolf ross etc)",Distance in Parsecs,right ascension in rads,declination in rads,Luminosity in ('Sol's),Spectrum type,Size
LTT 4170,172.4147598,2.943788672,-0.46181412,0.031327531,70,0
LFT 788,312.5005333,2.943934116,-0.005090544,0.103741303,66,1
,104.1682667,2.947497496,0.555189235,1.753928873,50,0
,104.1682667,2.947497496,0.555189235,1.148161408,50,0
,227.2734606,2.948661049,-0.05599598,0.544486405,58,0
SZ Ursa Majoris,8.790958672,2.956078699,1.153953524,0.012703018,71,0
,15.75861981,2.962478239,-0.345953347,0.069174027,64,1
,15.75861981,2.962478239,-0.345953347,0.008707608,72,0
,18.52752158,2.963132738,0.112311937,0.001106254,72,0
ADS 8140,250.0006667,2.96356907,0.322275046,0.33417706,60,1
,250.0006667,2.96356907,0.322275046,0.028835295,67,1
LP 732-94,14.25672098,2.964150846,-0.192975238,2.63E-06,78,1
LTT 13073,232.5588562,2.964223568,0.823533608,0.056485729,66,1
ADS 8131,147.0599569,2.965387121,-0.410094197,0.044048735,64,0
USNO 721,17.34064293,2.969459556,0.456810843,0.000228993,72,0
,243.9031224,2.969750444,0.786910782,0.004167573,72,0
,208.3341333,2.972368438,0.154199839,0.012703018,71,1
LTT 4217,166.6676667,2.973531991,-0.312617558,0.001458347,73,1
Ross 627,13.48946356,2.974259212,0.377601984,0.000319028,37,1
LTT 13090,227.2734606,2.976731761,1.370839772,0.006192865,72.5,1
LTT 13091,227.2734606,2.975859097,1.371159749,0.003907345,73,1
,227.2734606,2.977095372,0.702989534,0.033107573,70,1
,11.01626473,2.977895314,-1.058134948,0.105670093,67,0
,11.01626473,2.977895314,-1.058134948,0.05011136,70,0
LTT 4227,24.45669575,2.982549526,-1.087398302,4.446638346,47,1
,16.56636234,2.985458408,0.057334066,0.597020171,60,2
,16.56636234,2.98553113,0.057217711,0.220784102,62,2
,232.5588562,2.989167232,0.074234671,0.025114322,70,1
,23.93041306,2.990767117,-0.124005643,0.005596151,72,1
,232.5588562,2.993821444,0.846571954,0.328077345,55,1
Wolf 398,15.68461958,2.994912274,0.182328729,0.002031739,73,1
,87.72119827,2.996293993,0.323816754,0.000205031,72,0
,19.57799089,2.999639208,-0.883340223,0.373232102,46,0
,200.0008333,3.00327531,-0.962403638,0.162915092,64,0
,208.3341333,3.003566199,1.107120522,0.036976833,70,1
LP 732-35,128.2064282,3.004511585,-0.232826922,0.000275312,72,0
,17.64613785,3.006911413,0.400407619,0.01994879,71,1
Wolf 401,243.9031224,3.007056857,0.25557438,1.721914506,50,0
LTT 13146 ,243.9031224,3.007056857,0.25557438,0.106647895,66,2
L 396-007,10.62018686,3.008002244,-0.684663577,0.002420313,73.5,1
 BS 4439,22.78636159,3.008656742,1.070934029,2.290960871,46,0
,22.78636159,3.008656742,1.070934029,0.660680006,53,0
LTT 13159,263.1585281,3.018546941,0.058264908,2.964989566,46,0
,9.849812167,3.019637772,-0.548615162,0.340390183,60,0
VB  4,9.849812167,3.019710494,-0.548586073,8.71E-05,72,0
LTT 4281,212.7667408,3.020074104,-0.391070108,0.013424809,71,1
LP 673-13,166.6676667,3.021819434,-0.080866922,0.000218686,72,0
,169.4925088,3.023419319,0.684256333,0.001431728,72,0
,11.06482152,3.023637485,-0.554112949,0.012471151,72,0
LTT 13171,222.2229722,3.028146252,0.688910545,0.041680437,65,1
,222.2229722,3.03018247,0.524936861,0.004284338,33,1
,200.0008333,3.0312733,1.432682605,0.006605307,72,0
Ross 112,238.0959381,3.032145965,1.029598815,0.004611958,72,0
,200.0008333,3.037091065,-0.713956019,0.001066238,72,0
,250.0006667,3.037381953,0.792117681,1.432213152,50,0
,250.0006667,3.037309231,0.792117681,0.237667265,62,0
BS 4488,196.0792814,3.037454675,-0.193266126,2.147911074,47,0
LTT 13186,200.0008333,3.038400062,0.743510261,0.173765156,65,0
BS 4489,133.3345833,3.038981838,-0.411199572,0.420708748,56,1
,8.640053382,3.047417596,0.601847704,0.478612781,58,0
,12.54463821,3.048290261,-0.765646854,0.106647895,65,0
,31.55102528,3.048435705,-0.472606073,2.290960871,50,0
Ross 1003,11.23820832,3.050617366,0.751015177,0.001904875,73.5,1
,222.2229722,3.050980977,0.094684112,0.06193565,65,1
Ross 115,166.6676667,3.051999085,0.262672052,0.002187104,73.5,1
,10.13794293,3.052217251,0.47118072,0.004829324,73.5,1
LTT 13220,188.6801286,3.057816849,0.446484311,0.000911698,72,0
,8.423227494,3.057889572,-0.880431341,0.004404376,60,1
LTT 4350,243.9031224,3.058980402,-0.982038592,0.270378478,61,0
,227.2734606,3.063343725,0.545269947,0.11693762,68,1
L 145-141,4.61327957,3.067270716,-1.107265966,0.000456916,72,0
LP 63-267,212.7667408,3.067634327,1.106218769,0.000109599,72,0
,208.3341333,3.067997937,1.263123868,0.092885803,68,1
L 829-026,12.20879935,3.07236126,-0.214210077,0.002728187,73,1
,10.31486233,3.07236126,-0.694146532,1.009253342,55,0
,10.31486233,3.072433982,-0.694233799,8.71E-05,72,0
LP 38-393,169.4925088,3.073452091,1.227170086,0.000911698,72,0
,222.2229722,3.073452091,0.894597597,0.060805142,70,1
,222.2229722,3.074106589,-0.182474173,0.105670093,68,1
,222.2229722,3.074106589,-0.182474173,0.000870662,72,0
,5.253985865,3.074324755,1.378141066,0.001137249,74,1
,185.1860852,3.075051976,-0.523511509,0.765586569,55,0
,156.2510667,3.076724583,0.009308423,0.001066238,72,0
,156.2510667,3.076797305,0.009250245,1.99E-05,72,0
Ross 128,3.371875013,3.076797305,0.019198622,0.000343423,74.5,1
,204.0824493,3.078542634,-0.576889495,0.529646921,55,1
LP 733-24,227.2734606,3.079706187,-0.191840774,0.00310368,72,0
Beta Leo,12.68743079,3.082760513,0.259210483,19.41168454,33,0
Beta Virgo,10.13794293,3.089596386,0.035721072,3.221253745,49,0
,8.230515814,3.091341716,0.849422658,0.000293648,72,0
,8.117786011,3.091632604,0.620406371,0.007309626,71,0
,22.42895972,3.093741543,0.619039197,0.06024765,57,2
LTT 13274,158.7312087,3.097086758,0.178459916,0.210846704,60,1
,158.7312087,3.096868592,0.179652558,0.000218686,72,0
,8.640053382,3.098395755,0.66459229,0.17059343,58,0
,8.640053382,3.098395755,0.66459229,0.001379938,72,0
,185.1860852,3.099704752,0.432056256,0.000432349,72,0
L 901-010,12.17916093,3.101086471,-0.12063134,0.002311376,73,1
LP 673-42b,12.17916093,3.101159193,-0.120602251,2.19E-06,72,0
,166.6676667,3.101231915,-0.538986762,0.000870662,74,1
LP 553-59,14.17607946,3.103631742,0.127205414,1.22E-05,76,1
Ross 119,10.4218612,3.104795295,0.176190988,0.000737643,73.5,1
LTT 4428,25.64752679,3.106249736,-0.888168968,0.023330277,55,1
,357.1433238,3.106322458,-0.637539687,2.208090586,47,0
,357.1433238,3.106322458,-0.637539687,0.660680006,72,0
,384.6158179,3.106613346,0.34365533,0.666793505,56,1
,384.6158179,3.106831513,0.343946218,0.549524725,57,1
,238.0959381,3.108285954,0.506494549,0.030473728,70,0
,303.030853,3.108795008,-0.945706655,0.972745904,55,0
,303.030853,3.108795008,-0.945706655,0.660680006,72,0
862 Ross,208.3341333,3.109304062,0.021845704,0.009460207,71.5,1
LP 793-44,222.2229722,3.11170389,-0.303221869,0.00079405,72,0
,208.3341333,3.11984876,0.211243017,0.006790372,72.5,1
,9.830546619,3.121739533,-0.463908515,0.135505646,65,0
,178.5723619,3.122903086,0.748019029,0.000648401,72,0
,238.0959381,3.126102856,0.749415292,0.007309626,72,0
LTT 4461,200.0008333,3.126757355,-0.34784412,0.233329138,62,0
LTT 4477,172.4147598,3.133520506,-0.217438936,0.001994653,73,1
LP 734-10,172.4147598,3.133447784,-0.217438936,0.000218686,72,0
,12.80076642,3.133593228,-0.17171131,0.855060141,60,2
LTT 4483,21.19430939,3.135411279,-0.009482956,0.01659253,64,1
LTT 4484,200.0008333,3.137738385,-0.17540559,0.004053989,75,1
,370.3708204,3.138174717,-0.586925139,1.36774985,50,0
,370.3708204,3.138174717,-0.586925139,0.660680006,72,0
,217.392071,3.140647267,0.757792872,0.181954866,60,0
L 1405-009,20.29219466,3.140719989,0.503818377,0.002629501,73,1
,26.96036222,3.146246865,-0.730507558,5.4958684,46,0
,161.2913559,3.147919472,-0.545473569,0.000549338,74.5,1
,24.75920986,3.153228182,0.157254166,11.91386894,58,2
,131.580214,3.154900789,1.218559795,0.000895056,74,1
,238.0959381,3.155918898,-0.303861823,0.049651913,65,0
Eta Cru,19.38844763,3.160136777,-1.111163868,7.17863743,42,2
Alpha Crv,14.15606178,3.167045372,-0.411025039,4.285791344,42,2
,14.48330311,3.167190816,0.003548836,0.005806177,72,1
LTT 4545,227.2734606,3.171626861,-0.181921486,0.847220519,52,0
,227.2734606,3.171772305,-0.181950575,0.095488249,65,1
,212.7667408,3.172208638,-0.047560222,0.001513079,34,1
LTT 13378,217.392071,3.17264497,0.707411035,0.424601711,60,0
,192.308559,3.173590357,-0.76919569,0.134263262,65,0
L 326-041,192.308559,3.173808523,-0.76945749,0.001613849,72,0
LP 734-32,89.28758098,3.174390299,-0.230674349,0.001037179,72,0
,227.2734606,3.178390012,0.721402757,0.024205869,72,0
,135.1363685,3.179262677,-0.319744319,0.003371931,72,1
,135.1363685,3.179626287,-0.319540697,0.001418601,72,0
,20.25115066,3.180717118,1.006793179,0.000172114,39,1
,227.2734606,3.18078984,0.937270897,0.275405438,62,1
LTT 13390,227.2734606,3.180717118,0.93721272,0.229070194,63,1
LTT 13394,24.16149075,3.182971501,0.236404847,0.041680437,46,0
,22.37881639,3.183480556,1.033322184,0.04206612,70,1
,222.2229722,3.183771444,0.856956663,0.002936809,72,0
,13.32810414,3.184498664,0.955771387,0.018703168,71.5,1
,13.32810414,3.184571386,0.955829565,0.000717539,72,0
LTT 4574,434.782992,3.184644108,-0.103352581,0.17059343,63,1
LTT 18204,200.0008333,3.185007719,0.697346303,0.009547746,72,0
,21.5131283,3.185007719,-0.020740329,0.428530696,54,0
LTT 13397,277.7783778,3.186971214,0.180117979,0.457070624,58,0
Wolf 1438,285.714869,3.188861987,0.296327818,0.01169244,71.5,1
FK 2978,6.804306892,3.189080154,0.183957703,0.181954866,32,1
LTT 13408,8.479969045,3.192934422,0.015766141,0.000201288,72,0
LTT 13409,243.9031224,3.193516199,0.434121563,0.007110409,72,0
,185.1860852,3.196934135,0.855414955,0.018531688,72,0
Delta Ursa Majoris,17.70853522,3.19817041,1.000248194,13.06335659,33,0
,250.0006667,3.198243132,0.688794189,0.009547746,72,0
,227.2734606,3.203697286,0.77981311,0.095488249,64,0
LP 554-64,21.74679899,3.204133618,0.056606845,0.002013111,73,1
,21.74679899,3.204133618,0.056606845,0.000307488,72,0
San 39,196.0792814,3.204715395,0.54864425,0.00073088,74,1
LFT 894,303.030853,3.208569664,0.818588508,0.020133383,71.5,1
San 47,153.8472372,3.212496654,0.524325996,6.02E-05,72,0
,6.565775378,3.213732929,0.198967535,0.000111636,72,0
LFT 896,20.08862369,3.215478259,0.500182275,0.019584665,72,0
,16.84492091,3.219187083,0.458643439,0.855060141,40,2
RST 5366,158.7312087,3.219550694,0.01503892,0.01994879,70,0
LFT 898,12.59187613,3.226313844,0.74033958,0.02290443,70,0
LTT 13466,277.7783778,3.228350062,0.444186295,0.018876235,70,1
,144.9286862,3.23074989,-0.79683007,0.000654401,72,0
,18.02727134,3.232131609,1.122304887,0.006605307,73,1
LTT 17123,126.5835952,3.234167826,1.177515469,0.004404376,72,0
,20.29219466,3.234749602,0.224449342,0.023983937,72,1
,18.80586208,3.237658485,0.550767734,0.095488249,56,2
Ross 695,8.939317362,3.238531149,-0.280416233,0.002127496,74,1
LTT 4689,18.2906555,3.239403814,-0.035866516,0.16594406,55,1
LP 376-62,256.4109064,3.239840146,0.413090345,0.000137978,72,0
L 104-2,120.4833111,3.245439744,-1.118174274,0.000324959,72,0
Wolf 412,238.0959381,3.249512179,0.476562152,0.136759526,63,0
San 76,238.0959381,3.248275904,0.476416708,0.000549338,75,1
,217.392071,3.254675445,-0.313839288,0.084712476,64,0
Ross 948,120.4833111,3.256420774,-0.16775523,0.005198618,72,1
,120.4833111,3.256348052,-0.16775523,0.003466405,72,0
Wolf 414,12.83352205,3.25700255,0.15196,0.002147183,73.5,1
,142.8583095,3.257729771,0.733212819,0.001224213,72,0
LTT 4731,500.0003333,3.257875215,-0.513824932,0.515211873,60,0
,153.8472372,3.258602436,-0.947481073,0.001018247,74,1
LP 130-225,21.79414426,3.259256934,0.939336203,0.00085477,72,0
LP 130-226,21.79414426,3.259256934,0.93942347,2.63E-05,75.5,1
San 85,217.392071,3.259256934,0.406196295,0.000878719,75,1
,19.88910151,3.260129599,-0.051487213,0.087085925,58,0
LTT 4740,166.6676667,3.261002263,-0.084183048,0.001513079,73.5,1
LTT 4741,166.6676667,3.261002263,-0.084183048,0.000482878,73.5,1
,21.10494848,3.26158404,-0.224856585,1.009253342,50,0
,21.10494848,3.26158404,-0.224856585,0.079422948,72,0
,14.98119901,3.267110916,0.158708607,0.025817967,71,1
,227.2734606,3.267910858,0.966825139,0.253495786,62,0
Eta Crv,18.25731172,3.270237964,-0.245742359,5.546723552,40,2
LTT 13537,243.9031224,3.272056015,0.556265521,0.00267839,72,0
Steph 1021,212.7667408,3.272201459,0.360701379,0.002728187,74,1
,13.1188852,3.275328508,-1.178533577,0.210846704,60,0
Wolf 424,4.34557704,3.276201172,0.162199265,9.81E-05,75.5,1
FL Virgo,4.34557704,3.276201172,0.162199265,7.94E-05,77,1
,18.59633029,3.278310112,0.587477826,0.963827281,60,2
Beta Canes Venatici,8.737541864,3.278455556,0.726551479,1.294212225,50,0
U300,238.0959381,3.278673722,-0.238004732,0.118019684,63,1
,14.42079507,3.283400655,0.176423699,0.004874011,73,1
LDS 413,161.2913559,3.285145985,-0.582852704,0.155582354,64,0
LTT 4788,161.2913559,3.285436873,-0.58244546,0.003907345,72,0
,12.70349818,3.286673148,-0.773995346,0.005103728,71,1
L 038-015,344.8280695,3.288854809,-1.314611081,0.041298289,72,0
LTT 4796,232.5588562,3.289218419,-0.068038752,0.002629501,73,1
,8.277856235,3.295108906,-0.877435193,0.003190638,73,1
,294.1182137,3.297508733,1.387362222,1.235960286,52,1
,16.56636234,3.29881773,-0.845757467,0.000619217,36,1
LTT 4818,71.94476276,3.299399507,-0.661799764,0.000359609,74,1
,19.81039937,3.299763117,-0.068998683,0.001330022,72,0
Wolf 433,12.48220463,3.300490338,0.208974089,0.003341015,74,1
,204.0824493,3.301581168,-1.33389697,0.087085925,65,0
,208.3341333,3.30165389,0.825802536,0.005246722,72,0
,212.7667408,3.304199162,0.450120414,0.000469717,72,0
L 399-068,123.4581401,3.307980709,-0.745139235,0.001659066,73.5,1
,15.00362619,3.309944204,0.273260383,0.12822013,64,1
Gamma Virgo,10.14818097,3.31227131,-0.014398966,3.698519236,40,0
,10.14818097,3.31227131,-0.014398966,3.499666849,40,0
LTT 4846,175.4395465,3.312853086,-1.232958761,0.001066238,72,0
,227.2734606,3.312925808,0.846775575,0.00972526,72,0
LP 171-46,227.2734606,3.312998531,0.846775575,0.000549338,72,0
,227.2734606,3.313725751,0.977355292,0.216754142,63,0
LP 20-375,196.0792814,3.32041618,1.364091166,0.000151291,72,0
San 128,185.1860852,3.3211434,0.442964564,0.001958245,74,1
,15.85838209,3.324779503,0.908182076,0.33417706,63,0
,15.75861981,3.327615663,0.690277719,0.90364498,50,0
,217.392071,3.331542654,0.928427896,0.000704442,72,0
LTT 4887,212.7667408,3.333215261,-0.18256144,0.704680962,55,0
,192.308559,3.336269587,-0.047152979,0.002883204,73,1
,163.9354429,3.336851364,0.818617597,0.004611958,72.5,1
,270.2708869,3.337505862,0.549604181,0.073780982,64,0
Wolf 437,8.669815778,3.340051134,0.175085613,0.00183597,74,1
LTT 4898,208.3341333,3.3402693,-0.40951242,0.092885803,64,1
LTT 4899,208.3341333,3.340196578,-0.409570598,0.036301896,67,1
,243.9031224,3.341578297,0.829118661,0.001802459,72,0
,200.0008333,3.341869185,-0.253974495,0.233329138,62,0
,185.1860852,3.342669128,1.022995652,0.000178573,72,0
,166.6676667,3.343832681,0.438310353,0.724424497,57,0
,277.7783778,3.344414457,1.057524083,3.076266491,46,0
,8.625249198,3.346959729,1.158607735,0.002804625,73,1
Wolf 439,25.19553476,3.346959729,0.170111424,0.003161384,73.5,1
LTT 13668,384.6158179,3.347541505,0.025685429,0.704680962,58,0
,151.5162515,3.350450387,0.966417896,0.002376135,34,1
,24.88232315,3.350741276,0.961240086,4.02E-05,72,0
LTT 13673,500.0003333,3.351395774,1.247212283,0.201356584,68,1
,250.0006667,3.351686662,0.474700468,0.001201868,72,0
,12.04755551,3.351759384,0.008552113,0.050575057,70.5,1
,250.0006667,3.355177321,0.39051742,0.003530853,74,1
,250.0006667,3.355540931,0.390750131,0.001056462,73,1
LTT 13690,322.5811618,3.361649583,0.59355739,0.154155896,61,0
LTT 4922,277.7783778,3.362449526,-0.047443867,2.421134129,45,0
,18.4933081,3.362667692,-0.66485409,6.026127114,37,2
LTT 4935,23.37162084,3.369285399,-0.73516177,2.187845701,51,0
Ross 970,370.3708204,3.370085341,-0.103585291,0.080899604,65,1
,370.3708204,3.370012619,-0.103643469,0.000181893,72,0
,20.25115066,3.375830384,0.893695843,0.000619217,72,0
,16.21774333,3.38208448,-0.240971792,0.051515364,64,0
BF Canes Venatici,21.10494848,3.382957145,0.619533707,0.020697474,70,0
,21.10494848,3.382884423,0.619475529,0.002031739,74,1
,238.0959381,3.387974966,-0.147189434,0.465568623,60,0
,238.0959381,3.387974966,-0.147189434,0.00501057,72,0
LP 556-64,192.308559,3.389938462,0.139655429,0.000125837,72,0
Ross 972,163.9354429,3.392483734,-0.080954188,0.002187104,73.5,1
Wolf 457,15.66010734,3.39306551,0.065595291,0.000102755,72,0
,16.84492091,3.393574564,-0.027314403,0.030194329,70.5,1
Wolf 461,8.163825207,3.395029005,0.103876179,0.000251086,75,1
,181.8190985,3.395828948,-1.066018018,0.012020036,72,1
DT Virgo,11.138468,3.396047114,0.220696884,0.013549033,71.5,1
,238.0959381,3.408118975,-0.343568063,1.527597828,47,0
,238.0959381,3.408118975,-0.343568063,1.380406108,72,0
,20.29219466,3.412409576,-0.904720507,0.08549635,69,0
,169.4925088,3.417354675,0.652840407,0.005150954,74,1
,232.5588562,3.41859095,0.868068592,0.089525871,68,1
,17.16237918,3.420045391,0.366431876,0.042848226,70,1
,17.16237918,3.420045391,0.366431876,0.000288288,72,0
FS Com,22.99575735,3.420627168,0.39938951,2.630392859,75,2
,250.0006667,3.421208944,-1.343176304,0.152742518,63,0
San 214,166.6676667,3.422590663,0.543379174,0.000151291,72,0
San 215,64.10516418,3.423463328,0.367973584,0.000331001,72,0
,238.0959381,3.426299488,0.605076563,0.090354285,68,1
,217.392071,3.429353814,0.300865674,0.007868586,70,1
LFT 969,21.93742641,3.430953699,0.095702221,0.794319257,55,2
,250.0006667,3.431317309,0.29036461,0.003466405,72,0
,161.2913559,3.431535476,-0.665464955,0.001659066,73.5,1
Steph 1049,192.308559,3.432844473,0.861261808,0.012356809,70,1
,13.1188852,3.433935303,-0.350433025,0.17059343,56,0
,158.7312087,3.43488069,0.510566984,0.000465411,75,1
,19.35097912,3.436335131,0.310552252,3.311505842,45,0
,19.35097912,3.436335131,0.310552252,2.77985277,45,0
RS Canes Venatici,21.32978029,3.439607623,0.631809189,0.218759843,45,2
,200.0008333,3.44266195,0.503236601,0.000151291,72,0
,17.52265514,3.44375278,-0.636376134,3.076266491,53,0
,243.9031224,3.444407279,0.446949733,0.00026292,72,0
Beta Com,8.367245559,3.444989055,0.490990207,1.202275306,50,0
,18.35771034,3.446952551,1.488940385,0.000116898,72,0
LTT 13822,23.87333321,3.447316161,1.293638042,0.087085925,52,1
,188.6801286,3.447752493,-0.034906585,0.293747301,60,1
,14.80417208,3.447825215,-0.816755912,2.88E-05,72,0
,178.5723619,3.450006877,0.35697801,0.001721331,72,0
,19.16579089,3.451970372,-0.997688378,3.435787624,47,2
,19.81039937,3.453279369,0.993877743,0.218759843,62,2
,277.7783778,3.453861146,0.994372253,1.247397049,51,1
LTT 18300,217.392071,3.45400659,0.072663875,0.001674417,72,0
,232.5588562,3.458515357,-1.241510875,0.002830577,72,0
,21.32978029,3.461278795,-0.319773408,3.162456379,61,2
,15.93403836,3.465496674,0.491019296,0.001096111,72,0
,13.48946356,3.465787562,0.169035138,1.318274619,50,0
,11.91877344,3.46607845,0.301651072,0.285741484,61,0
,11.91877344,3.46607845,0.301651072,0.01819343,71,0
,227.2734606,3.466514783,0.408988821,0.009460207,72,1
,147.0599569,3.47102355,0.043604142,0.001224213,72,0
,217.392071,3.471823492,0.63820873,0.012586551,72,1
,8.939317362,3.472259825,-0.313577489,0.879016953,56,0
,185.1860852,3.475605039,0.588205047,0.16594406,61,0
,526.3161061,3.476477704,1.483791664,2.964989566,47,1
,12.52897115,3.478586643,0.617555667,0.021474256,71.5,1
,12.52897115,3.478586643,0.617555667,0.001976366,73,1
,175.4395465,3.478804809,-0.608538133,0.001994653,73.5,1
Ross 1007,19.7712817,3.47916842,0.586605162,0.019227188,72,1
ADS 8862,9.725925802,3.480186528,0.838456173,0.021873512,71.5,1
,9.725925802,3.480186528,0.838456173,0.009547746,72,0
Iota Centauri,16.51175449,3.480986471,-0.620493638,18.88263663,32,0
,163.9354429,3.484695296,0.60292399,0.013179766,71,1
LTT 13881,227.2734606,3.486658791,0.07030768,0.007941397,72,0
LFT 999,13.8051942,3.493276498,0.431765368,0.001116491,73.5,1
LTT 5161,126.5835952,3.494658217,-0.425016762,0.000963501,72,0
LTT 13889,204.0824493,3.495458159,0.052039901,0.544486405,55,0
LTT 13890,204.0824493,3.495603604,0.052068989,0.413029575,55,0
,344.8280695,3.495530881,-0.213279235,0.01994879,67,1
ADS 8887,18.80586208,3.496039936,0.514784863,0.047855869,70,1
,18.80586208,3.496039936,0.514784863,0.038012838,66,1
,204.0824493,3.4969126,1.015199848,0.045701897,70,0
BS 5054,24.16149075,3.49902154,0.963189037,63.6925379,31,1
BS 5055,24.16149075,3.499094262,0.96310177,13.30623455,31,1
,140.8462538,3.504039362,-0.486714151,0.006605307,72.5,1
,24.39707858,3.504766582,0.964265323,12.94358516,35,0
,303.030853,3.507820908,-0.418297244,0.260598153,63,0
,161.2913559,3.509348071,1.108574963,0.570148548,56,1
LTT 5190,166.6676667,3.510511624,-0.507599924,0.000870662,74,1
,17.46156064,3.511529733,-0.249320284,3.34214834,61,2
Ross 486,11.94715234,3.515820334,-0.033277611,0.003663367,74,1
,11.94715234,3.515820334,-0.033277611,0.00041289,74,1
BS 5072,89.28758098,3.516765721,0.245131493,0.704680962,52.5,0
L 1194-026,19.31365534,3.520619989,0.204465322,0.004569673,75,1
,217.392071,3.522874373,-0.876242551,0.002398123,72,0
,7.23297399,3.523165261,0.185877565,0.010861845,71,0
Ross 476,14.84803454,3.523310705,-0.131888714,0.000383559,74,1
Wolf 485A,16.24403745,3.524110648,-0.134215819,0.002728187,35,1
,14.48330311,3.526146865,0.339175651,0.00023325,72,0
LTT 5229,212.7667408,3.530510189,-0.03380121,0.448727739,59,0
,79.3671794,3.53196463,0.515453906,0.000911698,74,1
LTT 13935,200.0008333,3.532037352,0.412683102,0.004363994,72,0
,20.71198594,3.532910016,0.547858852,0.013424809,70,0
,20.71198594,3.532910016,0.547858852,0.011479019,72,0
,15.88352074,3.535600732,0.297927703,0.003434623,73.5,1
,15.88352074,3.535600732,0.297927703,0.002629501,73.5,1
,18.98411825,3.539018669,0.154316195,0.201356584,60,1
LFT 1020,285.714869,3.541273052,-0.651938653,0.862972305,54,0
LP 855-34,178.5723619,3.541563941,-0.451865743,0.000724179,72,0
Wolf 1487,175.4395465,3.542218439,0.085957466,0.027537431,70.5,1
LTT 13949,285.714869,3.542436605,1.313563884,0.055454698,67,1
EQ Virgo,192.308559,3.543527436,-0.13814281,0.060805142,65,1
LTT 5252,27.10642198,3.543745602,0.005934119,28.58060854,33,0
LP 379-62,238.0959381,3.544836433,0.356948921,0.00152708,72,0
U324,208.3341333,3.546727206,0.002385283,0.029102118,67,0
LTT 13958,322.5811618,3.55181775,1.304720882,0.109635923,65,1
LP 21-568,322.5811618,3.55181775,1.304720882,0.003697265,72,0
Wolf 489,8.20370826,3.552690414,0.068940505,8.01E-05,72,0
,370.3708204,3.553853967,0.140091761,0.11693762,64,1
Ross 1021,238.0959381,3.554144856,0.40532363,0.004245057,72,0
,21.14953444,3.555744741,0.529503806,0.072434262,58,0
,21.14953444,3.555890185,0.529532895,0.023983937,72,0
,9.830546619,3.557053738,0.62785311,0.020319684,71,1
ADS 8980,227.2734606,3.559671731,0.844623003,0.038364584,70.5,1
,227.2734606,3.559671731,0.844623003,0.01819343,72,0
,227.2734606,3.558871789,0.844623003,0.000737643,72,0
Ross 1022,200.0008333,3.561853393,0.455210958,0.003161384,73,1
Ross 488,188.6801286,3.561926115,-0.034761141,0.004569673,73,1
,12.07655393,3.566289438,0.810414549,0.010277853,72,1
,13.86245617,3.567234825,-0.035953783,0.024429854,67,1
Ross 1026,16.11341424,3.569780097,0.768323026,0.001769558,73,1
LTT 5300,166.6676667,3.569925541,-0.589746754,0.390822872,61,0
USNO 735,22.18046745,3.570143707,0.828478707,0.000324959,72,0
,263.1585281,3.57094365,0.88613275,1.770158577,47,0
,263.1585281,3.571089094,0.886074572,0.039439471,72,0
USNO 736,22.32889699,3.573561643,0.528543875,0.000201288,72,0
LTT 18344,232.5588562,3.574070698,0.263108385,0.006605307,72,0
,208.3341333,3.575161529,0.002239839,0.047855869,70,0
LP 798-25,121.9525862,3.575743305,-0.248651241,0.000501,72,0
,222.2229722,3.577415912,-0.009919288,0.083166224,67,0
Ross 1015,106.3845454,3.580033906,0.585587053,0.001659066,73,1
LTT 18350,196.0792814,3.580324794,0.162781042,0.001940291,72,0
L 258-146,13.86245617,3.584906284,-0.910189205,0.001674417,72,0
,22.32889699,3.588833274,-0.063384541,0.026541327,71,1
Ross 492,24.33775159,3.589196885,0.906436747,0.006024084,73,1
Wolf 497,12.57609055,3.589487773,0.315235552,0.01659253,71,1
,21.2844311,3.590287715,-0.544688171,8.017599813,43,2
LTT 5346,104.1682667,3.591669434,-0.284314135,0.001659066,73.5,1
,5.465570839,3.591887601,0.264621003,0.010663584,74,0
LTT 14019,238.0959381,3.59646909,0.999288263,0.00235435,33,1
,144.9286862,3.59894164,-0.555334679,0.04874562,65,0
,144.9286862,3.599014362,-0.555334679,0.041298289,72,0
Tau Bootes,135.1363685,3.599232528,0.309010544,2.512,47,0
,135.1363685,3.599232528,0.309010544,0.006605307,72,1
,19.88910151,3.59966886,0.185208522,0.000319028,37,1
,12.00431896,3.603959461,0.41643556,9.29E-05,74,1
,12.00431896,3.603232241,0.415853783,6.85E-05,72,0
LTT 5358,294.1182137,3.604250349,-0.602953079,1.770158577,53,2
LTT 5359,294.1182137,3.604250349,-0.602953079,0.066060533,64,1
Wolf 1494,163.9354429,3.60534118,0.075950911,0.000428385,72,0
Wolf 1495,147.0599569,3.606141123,0.053116187,0.006308005,72,1
ADS 9031,11.76507664,3.607522842,0.475224066,0.108630725,64,0
,11.76507664,3.607522842,0.475224066,0.073780982,66,1
,12.98302753,3.608831839,-0.351567489,0.078694759,66,0
,208.3341333,3.612686108,-0.358868783,0.003075224,72.5,1
,200.0008333,3.613049718,-0.920050315,0.002398123,72,0
,163.9354429,3.615376823,-0.41643556,0.619426512,55,0
Ross 1019,175.4395465,3.6159586,0.645480935,0.000928648,73.5,1
,166.6676667,3.61915837,-0.860883654,0.270378478,61,0
,13.17056994,3.620249201,0.469202681,0.007045217,72,0
